Лет опыта,Возраст,Увольнений в трудовой,Высших образований,Среднеспециальных образований,В браке,Должность,Повышенный оклад
29,49,0,1,0,Да,Мастер,Премия
9,37,0,0,1,Нет,Техник,Нет
6,26,0,0,1,Да,Техник,Премия
35,55,1,1,0,Да,Не нанят,Нет
37,60,0,0,0,Да,Техник,Нет
6,35,1,1,0,Да,Не нанят,Нет
18,38,1,1,0,Да,Не нанят,Нет
22,50,0,0,1,Да,Техник,Премия
22,42,0,0,1,Нет,Техник,Нет
23,45,1,0,1,Да,Не нанят,Нет
3,24,1,1,0,Нет,Не нанят,Нет
21,50,1,0,1,Да,Не нанят,Нет
11,33,1,0,1,Да,Не нанят,Нет
13,41,0,1,0,Нет,Мастер,Нет
30,52,1,0,1,Да,Не нанят,Нет
14,35,1,0,1,Нет,Не нанят,Нет
34,61,1,0,1,Да,Не нанят,Нет
7,35,1,1,0,Да,Не нанят,Нет
4,33,0,1,0,Да,Техник,Нет
33,54,0,0,1,Да,Техник,Нет
31,54,1,0,1,Да,Не нанят,Нет
16,38,0,1,0,Нет,Мастер,Нет
21,50,1,0,1,Нет,Не нанят,Нет
32,53,1,1,0,Да,Не нанят,Нет
28,55,0,1,0,Да,Начальник производства,Нет
26,54,0,0,1,Да,Техник,Нет
9,31,1,0,1,Нет,Не нанят,Нет
22,49,0,0,1,Да,Техник,Нет
33,53,0,0,1,Да,Техник,Премия
12,36,1,1,0,Нет,Не нанят,Нет
4,24,2,0,1,Да,Не нанят,Нет
14,40,0,2,0,Да,Мастер,Двойная премия
36,61,0,0,1,Да,Техник,Премия
39,59,0,0,1,Да,Техник,Нет
2,29,0,0,1,Да,Техник,Нет
26,54,0,1,0,Да,Мастер,Премия
17,42,0,0,1,Да,Оператор,Нет
21,42,0,1,0,Нет,Мастер,Нет
4,27,1,1,0,Нет,Не нанят,Нет
29,53,0,0,1,Да,Техник,Премия
21,42,0,0,1,Да,Техник,Премия
11,35,1,1,0,Нет,Не нанят,Нет
11,32,0,0,1,Да,Оператор,Нет
22,43,0,0,1,Да,Техник,Премия
3,30,0,0,1,Нет,Оператор,Нет
35,56,1,0,1,Да,Не нанят,Нет
29,56,0,0,1,Да,Техник,Премия
26,46,0,0,1,Нет,Оператор,Нет
1,29,1,0,1,Нет,Не нанят,Нет
33,57,0,0,1,Да,Техник,Нет
5,27,0,0,1,Нет,Техник,Нет
13,42,0,2,0,Нет,Мастер,Премия
20,47,1,1,0,Нет,Не нанят,Нет
3,29,1,0,1,Да,Не нанят,Нет
27,48,1,1,0,Нет,Не нанят,Нет
30,59,2,0,1,Да,Не нанят,Нет
18,43,0,0,1,Нет,Техник,Нет
20,48,0,1,0,Нет,Мастер,Нет
34,61,0,1,0,Да,Начальник производства,Двойная премия
4,25,1,1,0,Да,Не нанят,Нет
2,31,1,0,1,Нет,Не нанят,Нет
31,58,1,1,0,Да,Не нанят,Нет
34,54,0,0,1,Да,Техник,Нет
3,32,1,1,0,Нет,Не нанят,Нет
17,43,0,0,1,Нет,Техник,Нет
21,48,0,0,1,Да,Техник,Нет
7,32,0,0,0,Да,Не нанят,Нет
5,34,0,1,0,Нет,Техник,Нет
16,43,1,0,1,Да,Не нанят,Нет
38,64,0,1,0,Да,Мастер,Нет
9,33,0,0,1,Да,Техник,Нет
30,54,0,0,1,Да,Техник,Нет
3,32,0,0,1,Нет,Оператор,Нет
31,55,0,1,0,Да,Начальник производства,Двойная премия
39,68,1,0,0,Да,Не нанят,Нет
16,42,2,0,1,Нет,Не нанят,Нет
8,31,1,0,1,Да,Не нанят,Нет
33,58,0,0,1,Да,Техник,Нет
19,48,0,0,1,Да,Оператор,Нет
32,55,1,1,0,Да,Не нанят,Нет
19,42,0,0,0,Нет,Техник,Нет
22,47,1,1,0,Нет,Не нанят,Нет
10,30,0,0,1,Да,Техник,Нет
3,30,1,0,0,Да,Не нанят,Нет
38,67,1,1,0,Да,Не нанят,Нет
17,44,2,0,1,Да,Не нанят,Нет
12,40,0,0,1,Нет,Оператор,Нет
39,63,1,1,0,Да,Не нанят,Нет
13,33,0,0,1,Нет,Оператор,Нет
31,53,1,0,1,Да,Не нанят,Нет
29,51,0,1,0,Да,Мастер,Премия
35,61,0,0,1,Да,Техник,Нет
15,36,0,0,0,Нет,Оператор,Нет
10,31,0,0,1,Нет,Техник,Нет
21,46,0,1,0,Нет,Мастер,Нет
11,35,0,1,0,Нет,Мастер,Нет
38,59,0,0,1,Да,Техник,Нет
33,60,0,2,0,Да,Начальник производства,Двойная премия
32,59,2,0,0,Да,Не нанят,Нет
26,50,0,0,1,Да,Техник,Премия
2,30,1,0,1,Да,Не нанят,Нет
25,54,1,1,0,Да,Не нанят,Нет
33,57,0,0,1,Да,Техник,Премия
37,62,0,0,1,Да,Техник,Нет
29,49,0,1,0,Нет,Мастер,Нет
26,52,2,0,1,Да,Не нанят,Нет
0,27,1,0,1,Да,Не нанят,Нет
8,30,0,0,1,Нет,Оператор,Нет
15,36,1,0,0,Нет,Не нанят,Нет
11,33,0,0,1,Нет,Оператор,Нет
32,55,1,0,1,Да,Не нанят,Нет
31,59,1,0,1,Да,Не нанят,Нет
25,49,1,0,1,Да,Не нанят,Нет
23,51,1,2,0,Да,Техник,Нет
10,31,0,1,0,Нет,Мастер,Нет
6,26,0,1,0,Нет,Техник,Нет
30,55,1,1,0,Да,Не нанят,Нет
3,27,0,0,0,Нет,Не нанят,Нет
30,52,1,0,1,Да,Не нанят,Нет
25,47,0,0,1,Да,Техник,Премия
18,42,0,0,1,Нет,Оператор,Нет
38,65,0,1,0,Да,Мастер,Премия
9,37,0,0,1,Да,Техник,Нет
7,35,0,0,1,Да,Техник,Нет
1,25,0,1,0,Да,Техник,Нет
6,26,0,0,1,Да,Оператор,Премия
3,24,0,0,1,Да,Техник,Нет
16,41,1,0,1,Нет,Не нанят,Нет
38,66,0,0,1,Да,Техник,Премия
23,43,1,0,1,Да,Не нанят,Нет
11,36,0,1,0,Да,Мастер,Двойная премия
35,64,0,1,0,Да,Мастер,Двойная премия
15,39,0,0,1,Да,Техник,Нет
13,38,1,1,0,Нет,Не нанят,Нет
25,45,0,0,1,Да,Техник,Премия
18,39,0,0,1,Нет,Оператор,Нет
1,25,1,0,1,Нет,Не нанят,Нет
35,57,0,1,0,Да,Мастер,Нет
38,64,0,1,0,Да,Мастер,Двойная премия
28,53,0,0,1,Да,Оператор,Нет
16,45,0,0,1,Нет,Оператор,Нет
11,40,0,0,1,Да,Техник,Премия
38,59,0,1,0,Да,Мастер,Двойная премия
16,41,0,1,0,Нет,Мастер,Нет
21,49,0,0,1,Нет,Техник,Нет
13,38,0,0,0,Да,Техник,Нет
30,58,1,1,0,Да,Не нанят,Нет
23,51,1,0,1,Да,Не нанят,Нет
31,58,0,0,1,Да,Техник,Премия
4,31,0,1,0,Нет,Техник,Нет
12,41,1,0,1,Нет,Не нанят,Нет
9,31,0,0,1,Да,Техник,Нет
7,27,1,0,1,Нет,Не нанят,Нет
32,54,0,1,0,Да,Начальник производства,Премия
15,37,0,2,0,Нет,Технолог,Премия
29,57,1,1,0,Да,Не нанят,Нет
11,32,0,0,1,Да,Техник,Нет
27,53,0,0,1,Да,Техник,Премия
21,47,1,0,1,Да,Не нанят,Нет
15,40,1,1,0,Нет,Не нанят,Нет
21,50,1,0,1,Нет,Не нанят,Нет
35,56,0,0,1,Да,Техник,Нет
16,45,0,1,0,Нет,Мастер,Нет
34,58,0,0,1,Да,Оператор,Премия
38,66,2,1,0,Да,Не нанят,Нет
13,34,1,0,0,Да,Не нанят,Нет
17,38,0,0,1,Да,Техник,Нет
23,49,0,0,1,Нет,Техник,Нет
39,65,0,1,0,Да,Начальник производства,Нет
21,42,0,0,1,Нет,Оператор,Нет
21,47,0,0,1,Нет,Техник,Нет
28,55,1,0,1,Да,Не нанят,Нет
2,22,1,0,1,Да,Не нанят,Нет
29,58,1,0,1,Да,Не нанят,Нет
30,53,0,1,0,Да,Мастер,Двойная премия
3,25,0,0,1,Нет,Техник,Нет
18,39,0,0,1,Да,Техник,Нет
9,33,0,1,0,Нет,Техник,Нет
7,27,1,0,1,Нет,Не нанят,Нет
8,37,0,1,0,Нет,Техник,Нет
18,46,0,1,0,Нет,Мастер,Нет
35,61,0,0,0,Да,Оператор,Нет
25,53,0,0,0,Да,Техник,Нет
32,53,0,0,1,Да,Техник,Нет
18,43,0,0,1,Да,Техник,Премия
33,60,0,0,1,Да,Техник,Премия
15,37,1,1,0,Нет,Не нанят,Нет
36,63,0,0,1,Да,Техник,Премия
4,30,0,0,1,Нет,Оператор,Нет
35,62,0,0,1,Да,Техник,Нет
5,33,0,0,1,Нет,Техник,Нет
38,65,0,0,1,Да,Техник,Нет
24,51,0,0,1,Да,Техник,Нет
2,28,0,0,0,Да,Не нанят,Нет
29,50,1,0,0,Да,Не нанят,Нет
31,51,1,1,0,Да,Не нанят,Нет
3,24,1,0,1,Нет,Не нанят,Нет
37,58,1,2,0,Да,Техник,Нет
38,66,0,0,1,Да,Оператор,Премия
0,24,1,0,1,Нет,Не нанят,Нет
24,47,0,0,1,Да,Техник,Нет
22,48,0,0,1,Да,Техник,Нет
10,35,1,1,0,Нет,Не нанят,Нет
0,28,1,0,1,Да,Не нанят,Нет
0,22,0,0,1,Нет,Оператор,Нет
9,31,1,0,0,Нет,Не нанят,Нет
6,35,0,0,1,Да,Оператор,Нет
15,42,0,0,1,Да,Оператор,Нет
27,52,0,0,1,Да,Техник,Нет
37,57,0,1,0,Да,Мастер,Премия
32,54,0,0,1,Да,Техник,Нет
28,49,1,1,0,Да,Не нанят,Нет
15,39,1,0,1,Нет,Не нанят,Нет
27,47,0,0,1,Нет,Оператор,Нет
2,24,1,0,1,Да,Не нанят,Нет
3,29,0,0,1,Да,Техник,Нет
7,28,0,1,0,Да,Техник,Нет
21,47,1,0,1,Да,Не нанят,Нет
31,58,0,0,0,Да,Техник,Нет
35,57,1,1,0,Да,Не нанят,Нет
6,29,0,0,1,Да,Оператор,Премия
15,38,0,0,1,Нет,Оператор,Нет
27,52,0,0,0,Да,Не нанят,Нет
34,60,0,1,0,Да,Мастер,Двойная премия
3,27,0,0,1,Да,Оператор,Нет
4,33,0,0,1,Нет,Оператор,Нет
4,29,0,1,0,Да,Техник,Нет
9,36,1,0,1,Да,Не нанят,Нет
16,36,0,0,1,Да,Техник,Нет
14,35,0,0,1,Нет,Оператор,Нет
23,46,0,1,0,Да,Начальник производства,Двойная премия
13,35,0,0,0,Да,Не нанят,Нет
27,50,1,0,1,Да,Не нанят,Нет
32,59,0,0,1,Да,Техник,Премия
22,49,0,0,1,Да,Техник,Премия
25,52,1,0,1,Да,Не нанят,Нет
23,47,1,0,1,Да,Не нанят,Нет
10,36,0,1,0,Нет,Мастер,Нет
22,46,0,1,0,Нет,Мастер,Нет
10,31,1,0,1,Да,Не нанят,Нет
37,57,0,1,0,Да,Начальник производства,Премия
12,36,0,0,0,Нет,Не нанят,Нет
6,26,0,0,0,Нет,Не нанят,Нет
19,45,0,0,1,Нет,Оператор,Нет
3,24,0,0,1,Нет,Оператор,Нет
30,54,0,1,0,Да,Мастер,Нет
33,62,0,0,1,Да,Техник,Премия
6,35,0,0,1,Нет,Техник,Нет
14,38,0,1,0,Нет,Мастер,Нет
17,37,1,0,1,Нет,Не нанят,Нет
10,31,0,0,1,Да,Техник,Нет
12,38,1,0,1,Нет,Не нанят,Нет
8,29,0,0,1,Нет,Оператор,Нет
1,29,1,0,1,Нет,Не нанят,Нет
35,55,1,1,0,Да,Не нанят,Нет
3,32,1,1,0,Да,Не нанят,Нет
31,60,0,0,0,Да,Оператор,Нет
10,39,0,0,1,Нет,Оператор,Нет
16,45,0,1,0,Да,Технолог,Нет
6,31,1,0,1,Нет,Не нанят,Нет
26,52,0,0,1,Да,Техник,Премия
10,37,0,1,0,Нет,Мастер,Нет
9,35,0,1,0,Да,Техник,Премия
28,50,1,1,0,Да,Не нанят,Нет
5,25,0,1,0,Нет,Техник,Нет
16,37,0,0,1,Нет,Оператор,Нет
1,29,2,1,0,Да,Не нанят,Нет
23,45,0,0,1,Нет,Оператор,Нет
13,34,0,0,1,Нет,Оператор,Нет
8,32,0,0,1,Да,Техник,Нет
5,25,1,0,0,Да,Не нанят,Нет
13,33,1,0,1,Да,Не нанят,Нет
38,59,0,1,0,Да,Начальник производства,Премия
35,61,0,0,0,Да,Не нанят,Нет
14,37,1,1,0,Нет,Не нанят,Нет
28,53,0,0,1,Да,Оператор,Нет
20,49,0,0,1,Нет,Техник,Нет
11,31,0,1,0,Да,Технолог,Двойная премия
7,35,0,0,1,Да,Техник,Нет
3,31,1,0,1,Нет,Не нанят,Нет
39,61,0,0,1,Да,Техник,Премия
7,35,0,0,1,Нет,Оператор,Нет
13,38,0,1,0,Да,Технолог,Нет
35,62,0,0,1,Да,Техник,Нет
13,42,1,1,0,Нет,Не нанят,Нет
28,54,0,0,0,Да,Оператор,Нет
4,33,1,1,0,Да,Не нанят,Нет
21,43,0,2,0,Нет,Начальник производства,Премия
28,48,1,0,1,Нет,Не нанят,Нет
11,35,0,0,1,Нет,Оператор,Нет
26,52,0,0,1,Да,Техник,Нет
14,35,0,1,0,Нет,Мастер,Нет
19,42,0,2,0,Нет,Мастер,Двойная премия
39,60,0,0,1,Да,Техник,Нет
21,45,1,0,0,Да,Не нанят,Нет
38,59,0,0,0,Да,Техник,Нет
25,51,0,0,0,Да,Оператор,Нет
10,31,0,1,0,Нет,Мастер,Нет
17,42,1,0,1,Да,Не нанят,Нет
8,37,0,0,1,Нет,Техник,Нет
32,54,0,0,1,Да,Техник,Нет
12,40,0,1,0,Да,Технолог,Премия
5,28,0,1,0,Да,Техник,Нет
33,54,1,0,0,Да,Не нанят,Нет
28,50,0,0,1,Да,Техник,Премия
19,48,0,0,0,Да,Не нанят,Нет
5,27,1,0,1,Да,Не нанят,Нет
29,56,0,0,0,Да,Техник,Нет
12,38,0,0,1,Да,Техник,Премия
6,35,0,0,1,Нет,Техник,Нет
15,38,0,0,0,Нет,Не нанят,Нет
28,51,0,0,1,Да,Техник,Нет
11,40,1,0,1,Нет,Не нанят,Нет
35,62,1,1,0,Да,Не нанят,Нет
10,30,0,0,1,Да,Техник,Нет
2,29,0,1,0,Нет,Техник,Нет
28,56,1,0,0,Да,Не нанят,Нет
20,40,1,0,1,Да,Не нанят,Нет
22,43,1,0,1,Да,Не нанят,Нет
30,54,1,0,0,Да,Не нанят,Нет
24,47,0,1,0,Нет,Мастер,Нет
28,56,1,1,0,Да,Не нанят,Нет
28,55,0,0,1,Да,Оператор,Нет
38,62,0,1,0,Да,Начальник производства,Двойная премия
37,63,0,1,0,Да,Мастер,Нет
19,46,0,0,0,Да,Оператор,Нет
39,67,1,0,1,Да,Не нанят,Нет
1,28,0,1,0,Да,Техник,Нет
6,30,0,0,0,Нет,Оператор,Нет
4,28,0,1,0,Да,Техник,Нет
26,55,0,0,1,Да,Оператор,Премия
37,62,2,0,0,Да,Не нанят,Нет
38,63,0,0,1,Да,Техник,Нет
35,63,0,0,1,Да,Техник,Премия
24,52,0,1,0,Да,Мастер,Нет
6,31,0,1,0,Да,Техник,Нет
26,51,0,0,1,Да,Техник,Премия
12,39,1,0,1,Да,Не нанят,Нет
36,65,1,0,1,Да,Не нанят,Нет
17,46,0,0,1,Да,Оператор,Нет
15,39,0,1,0,Да,Технолог,Двойная премия
36,65,0,0,1,Да,Оператор,Премия
8,29,0,1,0,Нет,Техник,Нет
8,28,0,1,0,Да,Техник,Нет
15,43,1,0,1,Нет,Не нанят,Нет
13,35,0,0,1,Да,Оператор,Нет
33,61,0,0,1,Да,Техник,Нет
15,36,0,1,0,Нет,Мастер,Нет
16,38,0,0,0,Нет,Не нанят,Нет
14,35,0,1,0,Нет,Мастер,Нет
28,57,1,1,0,Да,Не нанят,Нет
11,38,0,0,1,Нет,Оператор,Нет
28,49,1,0,1,Нет,Не нанят,Нет
7,27,0,0,1,Да,Техник,Нет
26,46,0,0,0,Нет,Оператор,Нет
36,57,2,0,1,Да,Не нанят,Нет
27,55,0,0,1,Да,Оператор,Премия
37,63,0,0,0,Да,Оператор,Нет
4,26,2,1,0,Да,Не нанят,Нет
34,56,0,2,0,Да,Начальник производства,Двойная премия
35,63,0,0,1,Да,Техник,Нет
20,42,0,0,1,Нет,Техник,Нет
13,39,0,0,0,Нет,Не нанят,Нет
12,36,0,1,0,Да,Технолог,Нет
15,42,0,2,0,Да,Мастер,Премия
34,55,1,0,1,Да,Не нанят,Нет
33,53,1,2,0,Да,Техник,Нет
2,28,0,0,1,Нет,Оператор,Нет
21,44,0,0,0,Нет,Не нанят,Нет
23,51,1,0,1,Да,Не нанят,Нет
22,45,1,0,0,Да,Не нанят,Нет
23,46,0,0,0,Да,Оператор,Нет
22,43,1,0,1,Да,Не нанят,Нет
15,37,1,0,1,Да,Не нанят,Нет
12,38,1,0,1,Да,Не нанят,Нет
3,29,0,0,1,Нет,Оператор,Нет
1,24,0,0,0,Нет,Не нанят,Нет
15,44,0,0,1,Да,Техник,Нет
18,42,1,0,1,Да,Не нанят,Нет
24,47,1,1,0,Да,Не нанят,Нет
26,54,0,0,1,Да,Оператор,Нет
10,34,1,1,0,Нет,Не нанят,Нет
7,32,0,2,0,Да,Мастер,Нет
11,31,0,0,0,Да,Техник,Нет
12,40,0,0,1,Нет,Техник,Нет
35,57,0,1,0,Да,Начальник производства,Премия
1,22,1,1,0,Нет,Не нанят,Нет
17,45,1,0,1,Да,Не нанят,Нет
19,39,1,1,0,Да,Не нанят,Нет
19,39,0,0,1,Да,Техник,Премия
12,37,1,0,0,Нет,Не нанят,Нет
32,58,0,0,0,Да,Техник,Нет
14,36,0,0,0,Да,Техник,Нет
4,24,1,0,1,Нет,Не нанят,Нет
1,23,0,0,1,Да,Техник,Нет
12,34,0,1,0,Да,Мастер,Двойная премия
0,21,0,0,1,Нет,Техник,Нет
6,27,1,1,0,Да,Не нанят,Нет
30,50,0,0,1,Да,Техник,Премия
39,65,0,0,1,Да,Техник,Нет
27,51,0,0,1,Да,Техник,Премия
20,44,0,1,0,Да,Мастер,Премия
28,48,1,0,1,Да,Не нанят,Нет
1,23,1,0,1,Нет,Не нанят,Нет
4,24,0,0,1,Нет,Техник,Нет
24,45,0,1,0,Да,Начальник производства,Двойная премия
8,34,0,0,1,Да,Техник,Премия
19,46,0,1,0,Да,Технолог,Двойная премия
9,31,0,0,0,Да,Не нанят,Нет
32,54,0,0,1,Да,Техник,Нет
37,63,0,1,0,Да,Начальник производства,Премия
32,53,0,0,1,Да,Техник,Премия
1,29,0,1,0,Нет,Техник,Нет
7,32,0,0,1,Нет,Техник,Нет
31,55,0,1,0,Да,Мастер,Двойная премия
31,56,1,1,0,Да,Не нанят,Нет
33,54,1,0,1,Да,Не нанят,Нет
32,57,1,0,0,Да,Не нанят,Нет
6,35,0,0,1,Нет,Оператор,Нет
33,61,1,1,0,Да,Не нанят,Нет
30,57,0,0,1,Да,Техник,Премия
0,28,0,1,0,Нет,Техник,Нет
32,58,0,0,0,Да,Оператор,Нет
23,51,1,0,1,Да,Не нанят,Нет
37,59,0,0,1,Да,Техник,Нет
19,45,0,0,0,Да,Оператор,Нет
28,53,0,1,0,Да,Мастер,Двойная премия
30,55,0,1,0,Да,Мастер,Премия
13,41,0,0,0,Нет,Оператор,Нет
3,32,0,0,1,Нет,Оператор,Нет
34,63,1,0,1,Да,Не нанят,Нет
0,27,0,0,1,Нет,Оператор,Нет
17,38,0,0,1,Нет,Оператор,Нет
12,35,0,0,1,Да,Техник,Премия
33,59,0,2,0,Да,Начальник производства,Двойная премия
34,62,0,0,1,Да,Техник,Нет
0,24,1,1,0,Да,Не нанят,Нет
29,56,0,0,1,Да,Техник,Нет
36,58,0,1,0,Да,Начальник производства,Нет
23,46,0,1,0,Нет,Мастер,Нет
24,44,2,0,1,Да,Не нанят,Нет
31,54,1,0,1,Да,Не нанят,Нет
28,55,1,0,1,Да,Не нанят,Нет
6,31,0,1,0,Нет,Техник,Нет
15,41,0,0,0,Нет,Не нанят,Нет
32,60,0,1,0,Да,Мастер,Нет
28,56,0,1,0,Да,Мастер,Двойная премия
14,37,0,0,1,Да,Оператор,Нет
35,57,0,2,0,Да,Начальник производства,Премия
11,34,0,0,1,Нет,Оператор,Нет
5,27,0,0,1,Нет,Техник,Нет
24,51,1,0,1,Да,Не нанят,Нет
18,47,0,1,0,Да,Мастер,Двойная премия
6,26,1,0,1,Да,Не нанят,Нет
19,42,0,0,1,Да,Техник,Нет
4,33,0,0,1,Да,Техник,Нет
2,30,0,1,0,Нет,Техник,Нет
35,55,0,0,1,Да,Техник,Премия
7,31,1,0,1,Нет,Не нанят,Нет
36,61,1,1,0,Да,Не нанят,Нет
3,30,0,0,0,Нет,Не нанят,Нет
17,42,0,0,1,Нет,Оператор,Нет
17,44,0,0,1,Да,Техник,Премия
9,31,1,0,0,Да,Не нанят,Нет
6,35,0,0,1,Нет,Техник,Нет
31,51,1,0,1,Да,Не нанят,Нет
12,41,1,0,1,Да,Не нанят,Нет
17,37,0,2,0,Нет,Мастер,Нет
0,23,0,0,1,Нет,Оператор,Нет
0,20,0,0,1,Да,Оператор,Нет
5,33,0,0,1,Да,Техник,Нет
37,58,0,1,0,Да,Мастер,Премия
15,36,0,0,1,Нет,Техник,Нет
27,49,1,0,0,Нет,Не нанят,Нет
14,39,0,2,0,Да,Технолог,Премия
25,48,0,1,0,Нет,Мастер,Нет
3,32,0,1,0,Да,Техник,Нет
39,65,0,1,0,Да,Мастер,Двойная премия
25,45,0,0,1,Нет,Оператор,Нет
3,29,0,1,0,Да,Техник,Нет
20,49,0,0,1,Нет,Техник,Нет
13,36,1,0,0,Нет,Не нанят,Нет
10,36,2,1,0,Нет,Не нанят,Нет
39,67,1,0,0,Да,Не нанят,Нет
11,36,0,0,1,Да,Техник,Премия
27,54,0,2,0,Да,Начальник производства,Премия
8,33,0,0,1,Да,Оператор,Премия
16,42,0,2,0,Да,Мастер,Премия
0,29,0,0,0,Нет,Не нанят,Нет
23,45,1,1,0,Да,Не нанят,Нет
28,52,1,0,1,Да,Не нанят,Нет
17,39,0,0,1,Да,Оператор,Премия
16,42,0,0,1,Да,Техник,Премия
26,54,0,0,1,Да,Техник,Премия
30,56,2,1,0,Да,Не нанят,Нет
25,51,0,0,1,Да,Техник,Нет
29,51,0,0,1,Да,Техник,Нет
14,38,0,0,0,Да,Не нанят,Нет
37,62,0,2,0,Да,Начальник производства,Двойная премия
20,47,0,1,0,Да,Начальник производства,Нет
23,46,1,1,0,Да,Не нанят,Нет
3,23,0,0,1,Нет,Оператор,Нет
30,51,0,0,0,Да,Техник,Нет
27,51,1,0,1,Да,Не нанят,Нет
21,48,1,0,0,Нет,Не нанят,Нет
12,40,0,0,1,Да,Техник,Нет
32,61,0,1,0,Да,Начальник производства,Двойная премия
21,46,0,0,1,Нет,Оператор,Нет
27,53,1,0,1,Да,Не нанят,Нет
9,37,0,0,1,Да,Техник,Нет
17,42,0,0,1,Нет,Техник,Нет
0,21,0,0,1,Нет,Оператор,Нет
34,56,0,1,0,Да,Начальник производства,Двойная премия
19,43,1,1,0,Нет,Не нанят,Нет
3,23,0,0,0,Нет,Не нанят,Нет
23,51,0,0,0,Да,Техник,Нет
10,34,0,0,1,Да,Техник,Нет
25,51,2,1,0,Да,Не нанят,Нет
12,41,0,1,0,Да,Мастер,Нет
33,60,0,1,0,Да,Мастер,Нет
19,43,0,0,1,Да,Техник,Премия
35,55,0,0,1,Да,Оператор,Премия
18,46,0,1,0,Нет,Мастер,Нет
37,63,0,1,0,Да,Мастер,Нет
10,37,0,0,1,Да,Техник,Нет
11,33,0,0,1,Нет,Оператор,Нет
8,31,0,0,0,Нет,Оператор,Нет
16,42,0,1,0,Да,Мастер,Двойная премия
15,44,1,1,0,Нет,Не нанят,Нет
11,34,1,0,1,Да,Не нанят,Нет
38,58,0,1,0,Да,Начальник производства,Премия
36,62,0,0,1,Да,Техник,Премия
30,55,0,1,0,Да,Начальник производства,Двойная премия
20,49,2,0,1,Да,Не нанят,Нет
35,63,1,0,1,Да,Не нанят,Нет
22,45,0,0,1,Да,Оператор,Премия
16,43,2,1,0,Да,Не нанят,Нет
16,36,0,0,1,Нет,Техник,Нет
21,44,1,0,0,Нет,Не нанят,Нет
21,42,1,0,1,Да,Не нанят,Нет
23,44,1,0,1,Нет,Не нанят,Нет
12,34,0,0,1,Нет,Техник,Нет
13,36,0,0,1,Да,Оператор,Нет
19,41,0,1,0,Да,Мастер,Нет
7,36,1,0,1,Нет,Не нанят,Нет
17,46,0,0,1,Да,Оператор,Нет
2,27,0,1,0,Нет,Техник,Нет
15,41,0,2,0,Нет,Мастер,Премия
35,63,0,0,0,Да,Оператор,Нет
9,33,0,1,0,Нет,Техник,Нет
6,28,0,1,0,Нет,Техник,Нет
1,27,0,0,1,Да,Техник,Нет
9,34,0,2,0,Да,Техник,Премия
38,63,2,1,0,Да,Не нанят,Нет
36,64,0,1,0,Да,Мастер,Премия
39,61,0,0,1,Да,Оператор,Премия
8,32,0,0,1,Нет,Техник,Нет
30,52,1,0,0,Да,Не нанят,Нет
10,33,0,0,0,Нет,Техник,Нет
36,60,0,0,0,Да,Оператор,Нет
20,46,0,0,1,Нет,Оператор,Нет
29,56,0,0,1,Да,Техник,Премия
29,54,0,1,0,Да,Мастер,Нет
27,54,0,1,0,Да,Начальник производства,Премия
29,58,0,1,0,Да,Мастер,Нет
0,22,0,0,1,Нет,Техник,Нет
1,22,0,0,1,Нет,Оператор,Нет
21,48,1,0,1,Нет,Не нанят,Нет
16,39,0,0,1,Нет,Техник,Нет
16,37,0,1,0,Нет,Мастер,Нет
15,43,1,0,0,Да,Не нанят,Нет
27,49,0,1,0,Да,Начальник производства,Премия
27,53,0,0,1,Да,Техник,Премия
23,47,1,1,0,Да,Не нанят,Нет
11,33,0,0,0,Да,Оператор,Нет
32,61,0,0,0,Да,Оператор,Нет
16,40,0,0,1,Нет,Техник,Нет
14,38,1,2,0,Нет,Техник,Нет
8,36,0,1,0,Да,Техник,Нет
33,56,1,0,1,Да,Не нанят,Нет
36,62,0,0,1,Да,Техник,Нет
17,44,0,1,0,Да,Мастер,Нет
5,26,1,1,0,Да,Не нанят,Нет
14,38,1,0,1,Нет,Не нанят,Нет
1,28,0,0,1,Нет,Техник,Нет
24,46,1,0,1,Да,Не нанят,Нет
17,46,0,1,0,Да,Мастер,Премия
31,51,0,0,1,Да,Техник,Премия
8,33,1,0,1,Да,Не нанят,Нет
33,57,1,0,1,Да,Не нанят,Нет
22,49,0,1,0,Да,Начальник производства,Нет
39,66,0,0,0,Да,Оператор,Нет
0,24,0,0,1,Да,Техник,Нет
20,47,0,0,1,Да,Техник,Премия
34,57,1,1,0,Да,Не нанят,Нет
22,44,0,1,0,Да,Начальник производства,Двойная премия
20,47,0,0,1,Нет,Оператор,Нет
24,45,1,1,0,Да,Не нанят,Нет
4,24,0,0,1,Нет,Оператор,Нет
18,42,1,0,0,Да,Не нанят,Нет
21,48,0,0,1,Нет,Оператор,Нет
4,31,0,1,0,Нет,Техник,Нет
28,53,0,2,0,Да,Мастер,Двойная премия
6,31,1,1,0,Да,Не нанят,Нет
15,36,0,0,1,Да,Техник,Премия
10,33,0,0,1,Нет,Оператор,Нет
18,39,0,1,0,Да,Мастер,Двойная премия
32,55,0,1,0,Да,Начальник производства,Премия
38,63,1,0,1,Да,Не нанят,Нет
0,25,1,0,1,Да,Не нанят,Нет
18,44,0,0,1,Нет,Техник,Нет
26,55,0,0,0,Да,Оператор,Нет
24,45,0,0,1,Нет,Техник,Нет
39,60,0,0,1,Да,Оператор,Премия
5,31,0,1,0,Нет,Техник,Нет
26,46,0,0,1,Да,Техник,Нет
